Cijena,Kilometraza,Zapremina_motora,Snaga_motora,Registrovan,Godina,Brand_enc,Model_enc,Tip_enc,Gorivo_enc
19250.0,202900.0,1.6,77.0,0,2013.0,45,328,4,1
24990.0,123800.0,2.0,103.0,0,2011.0,45,550,10,1
14900.0,288000.0,1.6,135.0,1,2012.0,28,228,5,0
8950.0,324516.0,1.9,66.0,1,2007.0,45,328,4,1
15900.0,222810.0,2.2,130.0,0,2006.0,44,470,10,1
8000.0,300000.0,1.6,68.0,0,2008.0,6,169,4,1
13000.0,245000.0,2.0,124.0,1,2010.0,45,441,2,1
31300.0,148000.0,2.2,110.0,0,2012.0,25,476,10,1
18900.0,142000.0,2.2,110.0,0,2009.0,44,470,4,1
44300.0,133000.0,1.5,85.0,0,2019.0,2,591,10,1
52000.0,161000.0,2.0,142.0,0,2018.0,2,63,4,1
59990.0,121966.0,2.0,110.0,0,2021.0,45,550,12,1
21500.0,390000.0,2.4,136.0,0,2008.0,46,602,4,1
13900.0,222500.0,2.0,103.0,0,2011.0,1,567,4,1
50900.0,205000.0,2.0,110.0,0,2019.0,45,123,4,1
13900.0,213000.0,1.6,77.0,0,2011.0,45,328,4,1
14200.0,254000.0,2.0,105.0,1,2008.0,1,98,4,1
12900.0,256000.0,2.0,99.0,0,2012.0,13,512,4,1
12400.0,220500.0,1.7,96.0,0,2012.0,33,124,2,1
45500.0,237000.0,2.0,140.0,0,2018.0,46,600,12,1
22500.0,330000.0,2.2,105.0,0,2011.0,30,320,4,1
4100.0,256000.0,2.2,88.0,1,2004.0,36,510,6,1
25950.0,254000.0,2.0,103.0,0,2014.0,45,550,12,1
10950.0,162000.0,1.4,50.0,0,2013.0,34,15,4,1
15999.0,205540.0,1.6,73.0,1,2017.0,34,32,4,1
29000.0,56000.0,1.2,96.0,1,2019.0,33,341,4,0
20800.0,213076.0,1.6,88.0,0,2017.0,6,169,6,1
21500.0,300000.0,1.6,85.0,0,2018.0,48,425,2,1
5800.0,316000.0,1.9,96.0,0,2002.0,45,441,4,1
3550.0,305258.0,1.9,81.0,0,2001.0,48,425,4,1
25600.0,256000.0,2.0,120.0,1,2011.0,45,119,12,1
42800.0,207000.0,2.0,110.0,0,2019.0,46,603,12,1
3650.0,3.0,1.2,55.0,1,2002.0,33,238,4,4
9900.0,270000.0,2.0,103.0,1,2005.0,45,441,4,1
7300.0,150000.0,0.8,33.0,0,2008.0,40,293,4,1
8499.0,243000.0,1.2,55.0,0,2012.0,45,450,4,1
3300.0,300000.0,1.6,80.0,0,2004.0,34,31,4,1
29950.0,230000.0,2.0,105.0,0,2013.0,1,98,4,1
9990.0,250000.0,1.2,77.0,0,2011.0,48,425,2,0
29950.0,250000.0,2.2,110.0,0,2014.0,44,470,12,1
13600.0,216000.0,1.6,77.0,0,2011.0,45,328,4,1
9350.0,270123.0,2.0,103.0,1,2006.0,45,441,2,1
9650.0,249000.0,1.9,77.0,1,2010.0,39,384,5,1
3150.0,226000.0,1.6,62.0,1,2001.0,33,124,5,0
20950.0,195000.0,1.5,75.0,0,2020.0,34,32,4,1
15999.0,121000.0,1.5,75.0,0,2019.0,34,15,5,1
5900.0,245678.0,1.9,74.0,0,2007.0,45,441,5,1
17000.0,150000.0,2.0,81.0,1,2012.0,48,612,4,1
20600.0,132491.0,1.5,75.0,0,2018.0,34,32,4,1
31000.0,270000.0,3.5,155.0,0,2011.0,30,396,4,1
33990.0,334000.0,2.2,125.0,1,2013.0,30,261,4,1
22300.0,250700.0,2.0,110.0,0,2013.0,1,98,2,1
22900.0,262000.0,2.0,103.0,0,2012.0,45,443,4,1
17900.0,260000.0,2.0,125.0,0,2009.0,1,98,4,1
22900.0,324111.0,2.0,140.0,0,2014.0,1,98,2,1
11300.0,260000.0,1.6,77.0,0,2009.0,48,425,4,1
35000.0,156000.0,2.0,140.0,0,2014.0,1,100,4,1
7800.0,280000.0,2.0,92.0,1,2005.0,2,6,5,0
19900.0,206000.0,1.7,85.0,0,2012.0,17,628,10,1
13800.0,197000.0,1.6,77.0,0,2011.0,45,328,4,1
15850.0,70000.0,1.5,66.0,0,2015.0,9,507,4,1
9999.0,179286.0,1.4,103.0,0,2012.0,33,124,2,0
10900.0,270000.0,1.2,55.0,0,2013.0,45,450,5,1
7300.0,250000.0,2.0,80.0,0,2008.0,30,91,4,1
14000.0,350000.0,3.0,145.0,0,2008.0,2,65,4,1
8200.0,269000.0,1.3,62.0,0,2012.0,13,457,5,1
16900.0,239000.0,2.0,103.0,0,2012.0,45,441,2,1
15000.0,88270.0,1.3,70.0,1,2014.0,31,217,5,0
13950.0,290000.0,2.5,142.0,1,2006.0,2,39,4,0
6150.0,287000.0,1.9,103.0,1,2006.0,45,328,4,1
18000.0,207174.0,1.6,81.0,0,2013.0,45,328,4,1
9999.0,195000.0,1.4,90.0,1,2010.0,45,328,4,0
10900.0,180000.0,1.2,55.0,0,2012.0,45,450,5,1
18990.0,250000.0,2.0,88.0,0,2016.0,46,570,4,1
22450.0,258000.0,1.6,81.0,0,2016.0,45,328,4,1
33500.0,147500.0,3.0,150.0,0,2012.0,1,101,4,1
7400.0,4000.0,2.0,91.0,1,2001.0,29,563,4,4
8700.0,270000.0,2.0,125.0,1,2007.0,48,425,2,1
16900.0,230000.0,2.0,103.0,0,2011.0,14,372,12,1
3200.0,253501.0,2.0,74.0,1,2004.0,33,577,4,1
9800.0,225000.0,2.0,103.0,1,2007.0,45,441,4,1
30500.0,287564.0,2.0,130.0,0,2013.0,1,460,4,1
17300.0,295000.0,2.0,103.0,0,2013.0,45,556,6,1
12500.0,237000.0,1.6,68.0,0,2014.0,6,137,0,1
16200.0,270000.0,2.0,125.0,1,2009.0,1,97,4,1
14250.0,240000.0,1.6,77.0,0,2012.0,45,328,4,1
19500.0,200000.0,2.0,100.0,0,2011.0,17,628,4,1
4500.0,290367.0,1.9,74.0,0,2001.0,45,441,4,1
12500.0,282000.0,2.0,118.0,0,2009.0,33,351,4,1
11300.0,143792.0,1.0,44.0,0,2017.0,48,214,5,0
10900.0,272000.0,1.6,82.0,0,2011.0,6,169,4,1
19800.0,178000.0,2.0,155.0,0,2010.0,1,100,4,0
19950.0,213000.0,1.6,81.0,0,2017.0,45,328,2,1
16800.0,170000.0,1.5,81.0,0,2011.0,9,258,10,1
36900.0,139000.0,2.2,125.0,0,2014.0,30,320,4,1
10800.0,227660.0,1.6,55.0,0,2009.0,45,567,4,1
2250.0,225000.0,2.2,115.0,0,2005.0,34,46,4,4
57900.0,163000.0,2.0,140.0,0,2019.0,45,123,4,1
13000.0,285530.0,1.6,77.0,0,2010.0,45,328,4,1
15000.0,277000.0,1.6,77.0,1,2011.0,45,556,4,1
4300.0,374600.0,1.9,81.0,0,1998.0,45,441,4,1
21900.0,304000.0,2.2,150.0,1,2011.0,30,321,10,1
17300.0,310000.0,2.2,150.0,0,2011.0,30,150,2,1
14600.0,205800.0,1.6,77.0,1,2012.0,45,328,4,1
16950.0,277000.0,2.0,103.0,0,2011.0,45,441,2,1
15500.0,175000.0,2.0,103.0,1,2015.0,33,351,4,1
15600.0,240000.0,2.0,103.0,0,2011.0,48,612,4,1
13900.0,157000.0,2.0,103.0,0,2009.0,45,328,4,1
39000.0,254000.0,2.0,103.0,1,2015.0,45,532,3,1
16700.0,198000.0,1.6,77.0,0,2011.0,45,441,2,1
14250.0,243000.0,1.6,77.0,0,2012.0,45,328,4,1
25950.0,265489.0,3.5,195.0,0,2011.0,30,268,4,1
15995.0,251000.0,1.6,77.0,0,2010.0,1,97,4,1
29850.0,220222.0,2.0,110.0,0,2015.0,1,98,4,1
34000.0,300000.0,2.5,150.0,1,2012.0,30,391,10,1
6500.0,270000.0,2.4,107.0,1,2006.0,17,508,10,4
32900.0,179000.0,3.0,225.0,0,2011.0,2,596,4,1
13599.0,239000.0,2.0,81.0,0,2009.0,45,328,4,1
23900.0,218299.0,3.0,176.0,0,2009.0,1,460,12,1
12500.0,201000.0,1.5,65.0,0,2016.0,36,216,4,1
11500.0,16500.0,1.5,47.0,1,2010.0,36,567,0,1
14800.0,240132.0,2.0,103.0,0,2010.0,45,556,4,1
10999.0,272000.0,2.0,88.0,0,2008.0,1,98,4,1
3500.0,333000.0,2.2,92.0,1,2003.0,33,617,6,1
75000.0,149565.0,3.0,190.0,1,2020.0,45,119,12,1
4200.0,270000.0,1.6,66.0,0,2005.0,34,31,2,1
10600.0,252000.0,1.9,85.0,1,2005.0,1,98,4,1
35000.0,270000.0,2.0,110.0,1,2016.0,1,98,4,1
8850.0,229000.0,1.2,44.0,1,2004.0,13,438,4,0
14300.0,176450.0,1.6,55.0,1,2017.0,34,15,4,1
11200.0,180000.0,1.6,77.0,0,2012.0,48,285,2,1
13000.0,332000.0,1.6,77.0,1,2010.0,45,328,4,1
12500.0,245000.0,1.6,68.0,0,2013.0,6,161,4,1
28000.0,199420.0,2.0,110.0,1,2017.0,1,98,2,1
38900.0,139000.0,2.0,130.0,1,2014.0,1,460,10,1
21500.0,262554.0,2.0,105.0,0,2012.0,2,591,4,1
14200.0,239000.0,2.0,81.0,1,2010.0,45,328,4,1
10999.0,280000.0,2.5,130.0,1,2004.0,45,555,4,1
17500.0,310000.0,2.0,125.0,1,2010.0,45,443,4,1
31000.0,112595.0,2.0,133.0,1,2016.0,34,61,4,1
13500.0,270000.0,1.6,77.0,1,2011.0,45,441,2,1
115900.0,189000.0,3.0,200.0,0,2020.0,30,318,10,1
16900.0,248000.0,2.0,103.0,1,2012.0,48,425,2,1
31900.0,220000.0,2.0,130.0,0,2014.0,1,100,11,1
26000.0,180000.0,2.0,133.0,1,2014.0,34,61,4,1
23900.0,270000.0,2.0,105.0,0,2010.0,1,100,4,1
17700.0,250000.0,1.7,85.0,0,2011.0,22,520,4,1
121500.0,85000.0,3.0,210.0,0,2019.0,45,555,4,1
4500.0,320000.0,1.9,81.0,0,2000.0,1,97,4,1
2500.0,350000.0,1.4,44.0,1,2002.0,45,450,4,0
4100.0,170000.0,1.6,74.0,1,2000.0,33,124,2,0
10300.0,230000.0,1.6,77.0,0,2011.0,39,384,4,1
9000.0,400000.0,2.0,103.0,1,2006.0,45,441,4,1
12900.0,242000.0,1.6,77.0,0,2010.0,45,328,4,1
12500.0,212400.0,2.0,103.0,0,2012.0,45,441,2,1
17900.0,231000.0,1.6,77.0,0,2013.0,45,328,4,1
48900.0,239500.0,2.0,110.0,1,2018.0,30,260,4,1
42990.0,146558.0,1.5,96.0,0,2021.0,34,27,10,1
20700.0,230000.0,1.6,77.0,1,2013.0,45,328,4,1
6399.0,232000.0,1.4,70.0,0,2009.0,13,340,4,0
41500.0,159000.0,2.0,120.0,0,2015.0,1,460,4,1
9500.0,229000.0,2.2,127.0,0,2010.0,29,200,4,1
10390.0,193000.0,1.6,77.0,0,2010.0,39,349,4,1
17499.0,270000.0,1.6,77.0,1,2013.0,45,328,4,1
10600.0,285000.0,2.0,103.0,1,2009.0,45,441,2,1
12700.0,250000.0,1.6,77.0,0,2012.0,45,328,4,1
10700.0,282755.0,1.6,93.0,0,2013.0,34,57,6,1
5500.0,310000.0,1.9,74.0,1,2002.0,45,328,5,1
10000.0,180092.0,1.2,51.0,0,2013.0,48,285,4,0
9500.0,310000.0,1.9,77.0,1,2004.0,45,328,4,1
37800.0,180000.0,3.0,176.0,1,2013.0,1,460,12,1
25000.0,145000.0,2.0,120.0,0,2014.0,14,372,10,1
12900.0,149000.0,2.0,110.0,1,2007.0,33,120,4,1
11500.0,300000.0,3.2,188.0,1,2005.0,1,101,4,0
25500.0,174600.0,2.0,100.0,1,2014.0,17,628,12,1
24900.0,265000.0,2.0,110.0,0,2016.0,45,441,2,1
66900.0,225000.0,3.0,195.0,1,2017.0,2,66,4,1
3200.0,224000.0,2.0,103.0,0,2001.0,2,34,4,0
10999.0,294000.0,1.6,77.0,1,2010.0,45,441,2,1
16500.0,152000.0,1.5,55.0,1,2018.0,36,216,4,1
10000.0,260000.0,2.5,154.0,0,2004.0,46,602,4,0
23900.0,270000.0,2.0,130.0,1,2012.0,1,100,4,1
16000.0,220.0,1.5,81.0,1,2015.0,9,258,4,1
8700.0,358369.0,1.9,77.0,0,2005.0,45,441,2,1
13990.0,142000.0,1.6,118.0,0,2012.0,6,247,4,0
21900.0,340000.0,2.0,105.0,1,2012.0,45,443,4,1
9450.0,268000.0,1.9,77.0,1,2008.0,45,328,4,1
28500.0,292000.0,3.0,176.0,0,2010.0,1,460,4,1
4700.0,270000.0,1.6,66.0,0,2006.0,6,166,5,1
50000.0,57000.0,2.0,110.0,1,2019.0,46,603,10,1
26499.0,11053.0,1.0,51.0,0,2023.0,13,55,4,0
6300.0,300000.0,1.6,66.0,0,2007.0,14,291,4,1
31000.0,271000.0,3.5,195.0,1,2012.0,30,268,11,1
7950.0,3.0,2.0,103.0,1,2004.0,1,97,5,1
13500.0,305000.0,2.4,136.0,1,2007.0,46,499,4,1
63000.0,260000.0,3.0,195.0,1,2019.0,2,66,4,1
31900.0,106000.0,1.6,85.0,1,2017.0,48,425,4,1
12950.0,270000.0,2.0,81.0,1,2010.0,45,328,4,1
8600.0,370000.0,1.9,77.0,1,2006.0,45,441,2,1
59999.0,16000.0,1.3,103.0,0,2022.0,36,404,10,0
11200.0,267000.0,1.6,77.0,0,2012.0,48,285,2,1
18499.0,231000.0,3.5,200.0,0,2005.0,30,396,4,4
12750.0,437000.0,3.0,171.0,1,2006.0,1,101,4,1
15500.0,349000.0,2.0,103.0,1,2011.0,45,441,4,1
12500.0,387500.0,2.0,81.0,1,2009.0,45,441,4,1
6000.0,251111.0,1.9,77.0,0,2006.0,39,384,4,1
30900.0,270000.0,3.0,170.0,0,2011.0,30,396,12,1
13000.0,202400.0,1.6,68.0,1,2014.0,6,166,4,1
17400.0,247000.0,2.0,125.0,0,2010.0,45,328,4,1
15650.0,209000.0,1.6,77.0,0,2011.0,1,97,4,1
11250.0,83000.0,1.0,44.0,0,2012.0,45,568,5,0
9100.0,263888.0,1.6,66.0,1,2010.0,34,567,4,1
16999.0,304532.0,2.0,130.0,0,2013.0,45,441,2,1
11000.0,265000.0,2.0,130.0,0,2010.0,2,36,4,1
3000.0,253000.0,1.7,70.0,0,2001.0,30,90,4,1
17000.0,106000.0,1.2,63.0,0,2017.0,6,161,8,0
7500.0,290000.0,2.2,90.0,0,2005.0,30,148,4,1
27300.0,220500.0,2.0,199.0,1,2011.0,45,328,4,0
5200.0,300000.0,2.0,100.0,0,2007.0,34,46,2,1
7300.0,249000.0,2.0,110.0,1,2005.0,45,328,4,0
24999.0,275019.0,3.0,176.0,1,2009.0,1,460,12,1
14500.0,260000.0,2.0,103.0,1,2009.0,48,612,12,1
16600.0,234301.0,1.6,77.0,0,2012.0,1,97,4,1
36500.0,144000.0,2.0,110.0,0,2018.0,48,526,4,1
10000.0,310000.0,1.8,105.0,0,2010.0,2,6,4,1
6900.0,115000.0,1.2,51.0,0,2009.0,14,361,4,0
17500.0,254000.0,2.0,147.0,1,2007.0,1,540,11,0
13900.0,190000.0,1.6,82.0,0,2012.0,34,61,2,1
13800.0,250000.0,2.0,81.0,1,2010.0,45,328,5,1
58500.0,170500.0,2.0,140.0,0,2017.0,2,63,4,1
56900.0,198000.0,3.0,165.0,1,2018.0,45,119,9,1
32900.0,63100.0,1.6,85.0,0,2020.0,45,328,4,1
35500.0,209000.0,1.6,115.0,1,2017.0,45,328,4,1
18800.0,180000.0,2.0,104.0,1,2011.0,48,526,4,1
43900.0,182236.0,2.0,85.0,1,2019.0,45,550,4,1
7700.0,360000.0,2.2,90.0,1,2006.0,30,147,4,1
67900.0,211000.0,2.0,140.0,1,2020.0,1,100,4,1
9650.0,126450.0,1.2,55.0,0,2010.0,45,450,4,1
10300.0,332475.0,2.0,103.0,0,2007.0,1,97,4,1
23500.0,293000.0,3.5,195.0,1,2010.0,30,268,2,1
5850.0,380000.0,2.0,103.0,0,2006.0,45,556,4,1
18500.0,100000.0,1.4,70.0,0,2018.0,33,238,5,0
11300.0,137000.0,1.6,115.0,1,2011.0,6,245,5,0
14300.0,221000.0,1.6,66.0,1,2011.0,45,328,4,1
10990.0,231600.0,1.6,77.0,0,2013.0,45,328,2,1
47990.0,117783.0,1.6,100.0,0,2021.0,17,564,12,1
5300.0,265100.0,1.8,103.0,1,2007.0,16,215,4,0
11500.0,310000.0,2.5,130.0,0,2006.0,2,65,4,1
46990.0,115690.0,1.5,85.0,0,2020.0,30,91,4,1
63900.0,189000.0,2.0,140.0,1,2019.0,2,36,4,1
18300.0,243000.0,2.0,105.0,0,2010.0,2,591,10,1
10900.0,330000.0,1.9,77.0,0,2010.0,45,353,4,1
42990.0,135597.0,1.5,80.0,0,2018.0,30,305,12,1
33950.0,290000.0,3.0,180.0,1,2011.0,1,101,4,1
42990.0,149821.0,1.6,85.0,0,2020.0,48,367,12,1
64990.0,98544.0,2.0,110.0,0,2021.0,48,369,12,1
24900.0,262000.0,2.0,103.0,0,2011.0,45,550,10,1
44000.0,211969.0,2.0,176.0,1,2017.0,45,441,4,1
19350.0,214908.0,1.6,66.0,1,2013.0,45,328,4,1
43990.0,138867.0,2.0,85.0,0,2021.0,45,328,4,1
24750.0,291000.0,3.0,150.0,1,2011.0,2,65,4,1
36990.0,195420.0,2.0,110.0,0,2018.0,45,550,12,1
10200.0,360000.0,3.0,140.0,1,2005.0,30,267,4,1
32990.0,119867.0,1.6,85.0,0,2018.0,45,328,4,1
39980.0,92935.0,1.5,95.0,0,2018.0,34,27,10,1
11300.0,235000.0,2.0,81.0,1,2009.0,45,328,4,1
35000.0,263000.0,3.0,182.0,1,2010.0,2,66,4,1
29900.0,170000.0,1.5,96.0,0,2020.0,6,172,10,1
11700.0,172583.0,2.2,110.0,0,2012.0,29,25,4,1
20000.0,220000.0,2.0,90.0,1,2012.0,45,443,4,1
7900.0,296000.0,1.9,77.0,1,2008.0,45,328,2,1
20400.0,267000.0,1.6,85.0,0,2017.0,45,328,2,1
50600.0,146000.0,2.0,110.0,0,2020.0,48,526,4,1
10200.0,260200.0,2.0,81.0,0,2009.0,45,441,4,1
24000.0,63000.0,1.2,62.0,1,2020.0,22,524,12,0
39900.0,200000.0,2.0,110.0,0,2019.0,2,6,4,1
26500.0,264000.0,2.0,110.0,0,2020.0,48,425,4,1
7000.0,312000.0,1.9,77.0,1,2003.0,1,97,11,1
14950.0,259000.0,2.0,120.0,0,2011.0,34,61,4,1
31900.0,210000.0,2.0,110.0,1,2017.0,14,372,12,1
10900.0,168000.0,1.5,70.0,0,2014.0,36,403,4,1
35900.0,235244.0,3.0,230.0,1,2013.0,1,102,2,1
20980.0,168141.0,1.6,77.0,0,2014.0,45,113,2,1
4400.0,196588.0,2.5,73.0,0,1999.0,17,325,12,1
10400.0,302000.0,2.0,130.0,1,2009.0,2,36,2,1
27900.0,210000.0,2.0,120.0,0,2013.0,1,100,4,1
21000.0,300000.0,2.0,130.0,0,2010.0,2,36,11,1
32900.0,163000.0,2.0,169.0,0,2015.0,45,328,4,0
14500.0,280000.0,2.0,125.0,1,2010.0,45,328,4,1
6500.0,290000.0,1.3,70.0,1,2010.0,33,238,4,1
35200.0,225000.0,2.2,100.0,1,2014.0,30,306,10,1
48980.0,102312.0,1.5,96.0,0,2019.0,34,57,10,1
36800.0,130000.0,2.0,110.0,0,2018.0,45,441,4,1
18500.0,265124.0,2.0,120.0,0,2011.0,6,248,4,1
25500.0,85930.0,1.0,74.0,0,2021.0,36,216,4,4
32500.0,160000.0,1.5,85.0,0,2019.0,36,362,10,1
18900.0,204000.0,1.6,66.0,0,2014.0,45,328,4,1
24500.0,279496.0,2.0,140.0,0,2019.0,45,441,2,1
54990.0,200891.0,1.6,118.0,0,2020.0,30,260,4,1
16999.0,271000.0,1.6,66.0,1,2014.0,45,328,2,1
13000.0,269112.0,2.0,81.0,0,2009.0,45,328,4,1
19200.0,199990.0,2.0,103.0,0,2011.0,45,550,4,1
10700.0,259464.0,1.2,55.0,0,2011.0,39,349,5,1
125210.0,8272.0,2.0,147.0,0,2023.0,30,148,4,1
9999.0,176000.0,1.6,88.0,0,2010.0,6,166,4,0
11600.0,282225.0,1.9,77.0,1,2007.0,45,441,4,1
14000.0,180000.0,1.3,59.0,1,1998.0,43,354,12,0
34000.0,195000.0,2.2,110.0,1,2015.0,25,253,12,1
34600.0,237000.0,2.0,110.0,1,2016.0,1,98,4,1
11400.0,206000.0,1.2,44.0,1,2013.0,45,450,5,0
5500.0,380000.0,1.9,74.0,0,2004.0,45,441,4,1
34900.0,191990.0,2.0,132.0,1,2010.0,45,535,3,1
16900.0,250000.0,1.6,68.0,0,2014.0,34,32,4,1
32000.0,245000.0,3.0,176.0,1,2010.0,45,555,8,1
14600.0,193000.0,1.6,77.0,0,2013.0,48,425,2,1
10300.0,292000.0,1.6,77.0,0,2013.0,48,480,4,1
83900.0,90370.0,2.0,145.0,0,2021.0,46,600,10,1
7600.0,400000.0,2.7,115.0,1,2002.0,30,521,3,1
33900.0,219085.0,2.0,140.0,0,2015.0,2,36,2,1
16900.0,226000.0,1.5,75.0,0,2019.0,6,161,4,1
7900.0,170000.0,1.2,51.0,1,2011.0,13,567,5,0
15900.0,237000.0,2.0,103.0,0,2011.0,45,441,2,1
2700.0,24000.0,1.4,58.0,0,2000.0,45,328,4,0
42000.0,226640.0,1.0,140.0,1,2016.0,1,101,4,1
55000.0,75323.0,2.0,140.0,1,2019.0,2,47,4,1
6700.0,240000.0,1.4,51.0,1,2006.0,48,285,4,1
15550.0,301000.0,2.0,103.0,0,2011.0,45,441,4,1
21600.0,284000.0,2.0,125.0,0,2010.0,45,550,4,1
23990.0,224157.0,2.0,103.0,0,2012.0,45,550,12,1
23500.0,310000.0,2.0,103.0,1,2014.0,45,441,4,1
14100.0,173000.0,2.0,103.0,0,2011.0,45,441,2,1
1700.0,213000.0,1.9,85.0,1,2003.0,13,523,4,1
16300.0,234000.0,2.0,103.0,0,2010.0,14,372,12,1
16500.0,178000.0,1.2,77.0,0,2013.0,45,328,4,0
4000.0,382000.0,1.9,66.0,1,2000.0,45,441,2,1
7990.0,300000.0,1.9,74.0,1,2007.0,33,617,6,1
29900.0,170000.0,2.0,110.0,1,2017.0,45,328,5,1
9200.0,174000.0,1.2,65.0,0,2012.0,48,285,2,1
3500.0,0.0,1.2,47.0,1,2005.0,48,285,5,0
7800.0,170000.0,1.2,51.0,0,2011.0,39,349,5,0
21999.0,250000.0,3.0,155.0,1,2005.0,21,212,12,1
7400.0,202000.0,2.0,103.0,0,2009.0,1,97,4,1
12800.0,248200.0,1.6,77.0,0,2011.0,1,97,4,1
18850.0,272000.0,3.0,165.0,1,2006.0,30,395,12,1
16700.0,280000.0,2.0,103.0,1,2012.0,45,353,4,1
13000.0,263400.0,1.6,77.0,1,2011.0,45,328,4,1
11450.0,250.0,2.0,81.0,0,2010.0,45,441,2,1
2990.0,155394.0,1.0,44.0,0,2004.0,33,238,4,0
900.0,350000.0,2.2,100.0,0,2001.0,6,171,4,1
13900.0,290000.0,1.6,77.0,0,2011.0,1,97,4,1
31900.0,195000.0,1.6,85.0,0,2018.0,48,367,6,1
36900.0,147000.0,1.5,85.0,0,2019.0,30,130,4,1
9800.0,228363.0,1.7,96.0,1,2012.0,33,124,4,1
46700.0,215000.0,4.0,225.0,0,2012.0,2,598,4,1
19700.0,252000.0,1.6,77.0,1,2014.0,45,328,4,1
22500.0,228000.0,1.6,96.0,0,2016.0,36,362,4,1
4200.0,340000.0,1.4,51.0,0,2006.0,39,235,4,1
4300.0,306000.0,1.6,66.0,1,2006.0,34,567,2,1
65000.0,44000.0,2.0,180.0,1,2021.0,45,328,4,0
90000.0,123000.0,2.8,130.0,1,2020.0,44,379,12,1
25400.0,249000.0,1.6,70.0,0,2018.0,45,450,4,1
13900.0,205762.0,1.6,77.0,0,2012.0,45,328,4,1
7700.0,280000.0,1.2,55.0,0,2011.0,48,285,2,1
24000.0,280000.0,3.0,150.0,0,2013.0,1,101,4,1
8900.0,188000.0,1.4,50.0,0,2011.0,34,14,4,1
12400.0,291000.0,1.6,77.0,1,2011.0,48,425,4,1
21300.0,251000.0,1.6,77.0,1,2014.0,45,328,4,1
16000.0,294565.0,1.6,110.0,0,2012.0,6,167,10,1
8300.0,205000.0,1.6,81.0,0,2010.0,14,291,4,1
8900.0,250000.0,2.5,90.0,0,1994.0,32,547,4,1
12999.0,255000.0,2.0,80.0,0,2011.0,30,130,4,1
69990.0,170000.0,2.0,150.0,1,2019.0,2,36,4,1
38900.0,228000.0,2.0,110.0,1,2018.0,48,369,10,1
18900.0,204857.0,1.5,66.0,0,2016.0,36,403,4,1
2100.0,160000.0,1.0,39.0,1,1998.0,43,527,4,0
12900.0,245000.0,2.0,103.0,0,2012.0,48,425,2,1
9999.0,262352.0,2.0,103.0,0,2010.0,45,441,2,1
15950.0,245213.0,2.0,103.0,0,2011.0,48,612,4,1
10950.0,247321.0,1.6,66.0,0,2012.0,39,349,2,1
5900.0,420000.0,2.0,100.0,0,2008.0,6,171,2,1
24900.0,172912.0,2.0,120.0,0,2019.0,6,170,6,1
35300.0,162457.0,1.6,85.0,0,2019.0,48,367,10,1
5100.0,230000.0,1.6,74.0,1,2001.0,45,441,4,4
23900.0,219115.0,2.0,133.0,0,2014.0,46,497,4,1
18900.0,238000.0,1.6,88.0,0,2018.0,33,242,4,1
12700.0,427000.0,1.6,77.0,0,2010.0,45,441,4,1
94900.0,131327.0,3.0,210.0,0,2020.0,1,101,4,1
45000.0,235000.0,3.5,197.0,1,2011.0,30,194,4,1
5200.0,310000.0,2.0,100.0,0,2005.0,34,46,4,1
9000.0,279000.0,1.9,110.0,1,2006.0,33,124,11,1
20400.0,327000.0,1.6,85.0,1,2019.0,45,328,2,1
7500.0,218228.0,1.3,62.0,1,2011.0,13,457,4,1
17000.0,378.0,2.2,110.0,1,2004.0,30,581,4,1
10500.0,189000.0,1.2,44.0,1,2012.0,45,450,4,0
25000.0,178000.0,2.0,130.0,1,2012.0,1,101,4,1
4000.0,273.0,1.9,88.0,0,2005.0,36,510,4,1
6750.0,325000.0,2.0,110.0,1,2003.0,2,36,4,1
9399.0,330000.0,1.9,85.0,0,2005.0,1,98,4,1
18700.0,216000.0,1.6,84.0,1,2014.0,34,27,6,1
34900.0,239000.0,3.0,150.0,0,2011.0,1,103,4,1
6999.0,173000.0,2.0,100.0,0,2010.0,34,46,4,1
12500.0,261000.0,1.6,77.0,1,2010.0,45,328,4,1
12400.0,267000.0,2.0,103.0,0,2012.0,39,116,4,1
12500.0,270000.0,2.7,100.0,0,2004.0,30,261,4,1
7800.0,247000.0,1.2,55.0,0,2011.0,39,349,2,1
18400.0,246000.0,1.6,66.0,1,2015.0,45,328,4,1
8600.0,180000.0,1.4,72.0,1,2010.0,34,14,4,0
10500.0,220000.0,1.4,114.0,1,2010.0,45,331,4,4
13300.0,202000.0,2.0,103.0,1,2009.0,45,328,4,1
19900.0,70000.0,1.6,55.0,0,2017.0,6,161,4,1
105000.0,197000.0,3.0,195.0,1,2015.0,30,319,11,1
77000.0,158180.0,3.0,190.0,1,2016.0,35,400,12,1
14200.0,278000.0,1.2,60.0,1,2017.0,6,161,5,0
59900.0,198954.0,3.0,184.0,1,2012.0,35,437,4,1
43980.0,104783.0,1.5,96.0,0,2020.0,34,27,10,1
75000.0,186342.0,2.0,173.0,0,2017.0,46,602,12,1
29900.0,226000.0,3.0,180.0,1,2010.0,2,79,4,1
22500.0,230000.0,2.0,110.0,1,2013.0,45,328,4,1
41500.0,255000.0,2.0,140.0,0,2016.0,2,63,4,1
10800.0,210000.0,2.0,103.0,0,2009.0,45,441,4,1
6200.0,175000.0,1.2,59.0,0,2008.0,33,238,4,0
8600.0,193000.0,2.0,81.0,0,2009.0,45,441,2,1
