Brand,Model,Cijena,Kilometraza,Zapremina_motora,Snaga_motora,Tip,Registrovan,Godina,Gorivo
Škoda,Superb,39900.0,176795.0,2.0,110.0,Limuzina,false,2019.0,Dizel
Renault,Clio,25490.0,121352.0,1.5,63.0,Malo auto,0,2020.0,Dizel
Volkswagen,Tiguan,19999.0,309.0,2.0,103.0,SUV,0,2010.0,Dizel
Volkswagen,Golf,5900.0,320000.0,1.9,50.0,Malo auto,true,2002.0,Dizel
Volkswagen,Passat,43990.0,116738.0,1.6,88.0,Limuzina,0,2020.0,Dizel
Škoda,Fabia,10900.0,230083.0,1.6,66.0,Karavan,false,2012.0,Dizel
Volkswagen,Polo,4800.0,229600.0,1.2,40.0,Malo auto,true,2003.0,Benzin
Ford,C-Max,6900.0,243600.0,1.6,80.0,Monovolumen,true,2004.0,Dizel
Opel,Insignia,11450.0,286500.0,2.0,118.0,Limuzina,true,2010.0,Dizel
BMW,X5,52900.0,190000.0,3.0,190.0,,false,2014.0,Dizel
Volkswagen,Passat,4250.0,297000.0,1.9,74.0,Karavan,true,2003.0,Dizel
Audi,A4,15000.0,340000.0,2.0,105.0,Limuzina,true,2009.0,Dizel
Citroen,C3,8550.0,195000.0,1.4,50.0,,true,2012.0,Dizel
Citroen,C3,9700.0,204000.0,1.6,68.0,Malo auto,0,2010.0,Dizel
Volkswagen,Golf,40990.0,155342.0,2.0,85.0,Limuzina,false,2022.0,Dizel
Kia,Sorento,11500.0,200000.0,2.5,103.0,,0,2004.0,Dizel
Volkswagen,Polo,9700.0,210000.0,1.2,55.0,Malo auto,0,2011.0,Dizel
Škoda,Superb,27900.0,182000.0,2.0,110.0,Limuzina,0,2016.0,Dizel
Volkswagen,Golf,48990.0,86053.0,2.0,110.0,Limuzina,0,2021.0,Dizel
Mercedes-Benz,S 63 AMG,185000.0,64000.0,4.0,590.0,Sportski/kupe,true,2015.0,Benzin
Renault,Megane,18990.0,219000.0,1.5,66.0,Limuzina,false,2016.0,Dizel
Škoda,Octavia,31900.0,164059.0,1.6,85.0,Limuzina,false,2019.0,Dizel
Opel,Astra,8300.0,175000.0,1.7,81.0,Karavan,true,2009.0,Dizel
Škoda,Kodiaq,65900.0,150285.0,2.0,110.0,SUV,false,2021.0,Dizel
Volkswagen,Tiguan,59990.0,75022.0,2.0,110.0,Terenac,0,2021.0,Dizel
Fiat,Stilo,3300.0,235000.0,1.6,77.0,,false,2001.0,Benzin
Renault,Kadjar,24999.0,180400.0,1.5,85.0,SUV,true,2016.0,Dizel
BMW,320,4000.0,392000.0,2.0,100.0,Karavan,false,2001.0,Dizel
Opel,Insignia,38990.0,128539.0,1.5,90.0,Limuzina,false,2022.0,Dizel
Volkswagen,Touran,8950.0,302575.0,1.9,74.0,,0,2003.0,Dizel
Volvo,S40,7300.0,300000.0,1.6,80.0,,0,2007.0,Dizel
Volkswagen,Arteon,52000.0,205000.0,2.0,110.0,Limuzina,true,2018.0,Dizel
Audi,A3,14900.0,229000.0,1.6,77.0,Limuzina,true,2010.0,Dizel
Volkswagen,Golf,7400.0,389986.0,1.9,77.0,,0,2005.0,Dizel
Škoda,Superb,40900.0,125790.0,2.0,110.0,Limuzina,0,2019.0,Dizel
Jaguar,F-Pace,36000.0,171000.0,3.0,280.0,Terenac,0,2017.0,Benzin
Volkswagen,Tiguan,44500.0,192300.0,2.0,140.0,SUV,true,2018.0,Dizel
MINI,ONE,12300.0,196000.0,1.6,55.0,Malo auto,true,2010.0,Benzin
Škoda,Kodiaq,56000.0,160000.0,2.0,110.0,SUV,true,2019.0,Dizel
Škoda,Octavia,19999.0,208580.0,2.0,110.0,Karavan,0,2014.0,Dizel
Volkswagen,Golf,17300.0,167000.0,2.0,155.0,,0,2009.0,Benzin
Volkswagen,Golf,25500.0,202411.0,1.6,85.0,Karavan,0,2017.0,Dizel
Škoda,Yeti,13900.0,258000.0,2.0,103.0,SUV,0,2010.0,Dizel
Volkswagen,Passat,18900.0,247000.0,2.0,125.0,Karavan,0,2011.0,Dizel
Toyota,Avensis,5999.0,286593.0,2.0,85.0,Limuzina,true,2004.0,Dizel
Audi,A6,7499.0,290241.0,1.9,96.0,Limuzina,0,2004.0,Dizel
Volkswagen,Fox,4300.0,235633.0,1.2,55.0,Malo auto,true,2007.0,Benzin
Audi,Q5,24900.0,282123.0,2.0,100.0,Monovolumen,0,2011.0,Dizel
Volkswagen,Tiguan Allspace,46400.0,174000.0,2.0,110.0,SUV,0,2019.0,Dizel
Opel,Antara,15000.0,222000.0,2.2,120.0,Terenac,true,2011.0,Dizel
Volkswagen,Golf,35000.0,119500.0,1.6,85.0,,true,2019.0,Dizel
Seat,Ibiza,8700.0,215000.0,1.2,55.0,Malo auto,0,2010.0,Dizel
Škoda,Octavia,6350.0,285000.0,2.0,103.0,Limuzina,0,2004.0,Dizel
Opel,Vectra,3650.0,290000.0,2.0,74.0,Limuzina,true,2002.0,Dizel
Opel,Corsa,2999.0,256321.0,1.2,55.0,Malo auto,true,2004.0,Benzin
Volkswagen,Tiguan,35500.0,230000.0,2.0,110.0,Terenac,0,2017.0,Dizel
Kia,Sportage,45000.0,105000.0,1.6,100.0,SUV,true,2019.0,Dizel
Škoda,Octavia,38350.0,186921.0,2.0,84.0,Karavan,true,2021.0,Dizel
Volkswagen,Passat,10500.0,289744.0,2.0,81.0,Karavan,0,2009.0,Dizel
Peugeot,207,6900.0,165000.0,1.6,128.0,,0,2008.0,Benzin
Volkswagen,Polo,9300.0,108000.0,1.2,44.0,Malo auto,false,2009.0,Benzin
Alfa Romeo,Alfa 156,1500.0,380999.0,1.9,85.0,Karavan,true,2002.0,Dizel
Volkswagen,Passat,15900.0,220000.0,1.6,77.0,Limuzina,0,2011.0,Dizel
BMW,X5,195000.0,12000.0,3.0,210.0,SUV,0,2023.0,Dizel
Volkswagen,Golf,12800.0,280000.0,2.0,103.0,Limuzina,0,2010.0,Dizel
Volkswagen,Tiguan,39900.0,192000.0,1.6,85.0,SUV,0,2019.0,Dizel
Mercedes-Benz,CLS 350,11900.0,300000.0,3.5,175.0,Limuzina,0,2005.0,Benzin
Audi,A4,25900.0,246000.0,2.0,105.0,,false,2012.0,Dizel
Mercedes-Benz,A 200,8500.0,232000.0,2.0,103.0,,true,2005.0,Dizel
Volkswagen,Golf,15950.0,183000.0,1.6,81.0,Karavan,true,2016.0,Dizel
Škoda,Fabia,6900.0,236000.0,1.4,63.0,Karavan,true,2009.0,Plin
Volkswagen,Golf,18300.0,260000.0,2.0,125.0,Limuzina,0,2010.0,Dizel
Seat,Ibiza,5650.0,300000.0,1.9,74.0,,0,2006.0,Dizel
Audi,A6,12850.0,330000.0,2.7,140.0,,0,2007.0,Dizel
BMW,320,58000.0,220000.0,2.0,140.0,Limuzina,true,2021.0,Dizel
Mercedes-Benz,GLK 220,20900.0,235000.0,2.2,125.0,,false,2009.0,Dizel
Volvo,XC 90,65500.0,80000.0,2.0,177.0,,true,2017.0,Dizel
Renault,Megane,4500.0,241000.0,1.6,82.0,Limuzina,true,2008.0,Plin
Hyundai,Tucson,36900.0,157000.0,2.0,136.0,Terenac,true,2018.0,Dizel
Volkswagen,Touareg,13900.0,300000.0,3.0,160.0,Terenac,0,2005.0,Dizel
Volkswagen,Golf,10500.0,249600.0,1.6,77.0,Karavan,false,2012.0,Dizel
Ford,Focus,4000.0,291500.0,1.9,59.0,Limuzina,true,2007.0,Benzin
Mercedes-Benz,E 220,9900.0,318000.0,2.2,110.0,Karavan,true,2006.0,Dizel
Renault,Scenic,13300.0,240000.0,1.6,96.0,Monovolumen,false,2013.0,Dizel
Audi,A6,24900.0,246000.0,2.0,130.0,Karavan,true,2012.0,Dizel
BMW,530,25900.0,279000.0,3.0,180.0,Limuzina,0,2011.0,Dizel
Volkswagen,Caddy,16800.0,290000.0,1.6,75.0,Caddy,0,2013.0,Dizel
Volkswagen,Passat CC,26900.0,240000.0,2.0,125.0,Limuzina,0,2013.0,Dizel
Škoda,Octavia Scout,11500.0,267000.0,2.0,103.0,Karavan,true,2007.0,Dizel
Citroen,Berlingo,12800.0,171000.0,1.6,68.0,Caddy,0,2011.0,Dizel
Volkswagen,Golf,2200.0,300000.0,1.9,47.0,Malo auto,true,1997.0,Dizel
Mercedes-Benz,C 220,4950.0,260.0,2.2,105.0,,0,2000.0,Dizel
Škoda,Octavia,18200.0,181000.0,2.0,110.0,Karavan,false,2013.0,Dizel
Volkswagen,Caddy,22900.0,179000.0,2.0,75.0,Monovolumen,0,2018.0,Dizel
Audi,A3,11800.0,241450.0,1.6,77.0,Limuzina,0,2009.0,Dizel
BMW,X5,65000.0,213000.0,3.0,260.0,SUV,0,2016.0,Dizel
Volkswagen,Golf,7900.0,265000.0,1.9,66.0,Limuzina,true,2006.0,Dizel
Peugeot,308,14200.0,210000.0,2.0,120.0,Kabriolet,0,2012.0,Dizel
Volkswagen,Passat,17499.0,239658.0,2.0,103.0,Karavan,true,2012.0,Dizel
Škoda,Karoq,29999.0,237000.0,1.6,85.0,,0,2019.0,Dizel
Peugeot,508,21500.0,223000.0,2.0,0.0,Limuzina,true,2015.0,Dizel
Volkswagen,Passat,8000.0,307000.0,1.9,77.0,Karavan,true,2006.0,Dizel
Hyundai,Tucson,40000.0,95000.0,1.6,85.0,SUV,true,2019.0,Dizel
BMW,318,15500.0,273000.0,1.8,85.0,Limuzina,true,2012.0,Dizel
Hyundai,Terracan,3300.0,260000.0,2.9,100.0,Terenac,0,2005.0,Dizel
Renault,Megane,4800.0,226000.0,1.6,83.0,Limuzina,true,2006.0,Plin
Ford,Mondeo,5000.0,380000.0,2.2,114.0,,0,2006.0,Dizel
Škoda,Octavia,10800.0,262000.0,1.6,77.0,Karavan,0,2010.0,Dizel
Audi,A6,60900.0,231000.0,3.0,240.0,Limuzina,true,2015.0,Dizel
Volkswagen,Polo,10500.0,210000.0,1.6,66.0,Limuzina,0,2010.0,Dizel
Peugeot,2008,15900.0,235446.0,1.6,68.0,SUV,0,2014.0,Dizel
Volkswagen,Golf,19000.0,260000.0,2.0,105.0,Limuzina,true,2010.0,Dizel
Toyota,Corolla Verso,5500.0,340000.0,1.6,81.0,,0,2003.0,Benzin
Ford,Kuga,16400.0,258000.0,2.0,103.0,Terenac,0,2012.0,Dizel
Hyundai,Getz,5000.0,143000.0,1.1,49.0,Limuzina,true,2006.0,Benzin
Volkswagen,Golf Plus,12500.0,256000.0,1.6,77.0,,false,2011.0,Dizel
BMW,X1,19900.0,287358.0,2.0,130.0,SUV,true,2010.0,Dizel
Seat,Ibiza,6000.0,327000.0,1.9,74.0,,true,2007.0,Dizel
BMW,520,13500.0,207000.0,2.2,125.0,Karavan,true,2002.0,Benzin
Nissan,Qashqai+2,18999.0,223343.0,2.0,110.0,,false,2011.0,Dizel
Peugeot,207,5800.0,220000.0,1.6,88.0,Limuzina,true,2011.0,Benzin
BMW,520,34700.0,268000.0,2.0,135.0,Limuzina,false,2013.0,Dizel
Mazda,CX-5,22999.0,244448.0,2.2,129.0,SUV,false,2013.0,Dizel
Fiat,Ducato,18900.0,257429.0,2.3,96.0,Kombi,true,2015.0,Dizel
Volkswagen,Sharan,20900.0,248438.0,2.0,103.0,Monovolumen,false,2010.0,Dizel
Renault,Megane,8200.0,27.0,1.9,96.0,,true,2011.0,Dizel
Volkswagen,Golf,21500.0,258000.0,2.0,125.0,Malo auto,true,2010.0,Dizel
Volkswagen,Golf,13900.0,274350.0,2.0,81.0,Limuzina,true,2010.0,Dizel
Audi,A5,19900.0,237568.0,2.0,100.0,Limuzina,false,2011.0,Dizel
Mercedes-Benz,Vito,19000.0,2.0,2.2,2.0,,0,2006.0,Dizel
Volkswagen,Passat,5800.0,300000.0,1.9,96.0,Karavan,true,2002.0,Dizel
Peugeot,3008,34600.0,146000.0,1.5,96.0,SUV,0,2020.0,Dizel
Audi,SQ5,44900.0,246000.0,3.0,230.0,SUV,true,2013.0,Dizel
Ford,Kuga,17500.0,299500.0,2.0,100.0,SUV,true,2009.0,Dizel
Škoda,Rapid,12600.0,235.0,1.6,77.0,Limuzina,true,2013.0,Dizel
Volkswagen,Polo,5700.0,292000.0,1.4,55.0,Malo auto,0,2004.0,Dizel
Volkswagen,Touran,5999.0,391749.0,2.0,100.0,Monovolumen,true,2004.0,Dizel
Ford,Fiesta,10999.0,142000.0,1.6,70.0,Malo auto,true,2013.0,Dizel
Peugeot,4008,19900.0,128859.0,1.8,110.0,SUV,false,2012.0,Dizel
Peugeot,308,6500.0,243000.0,1.6,82.0,Karavan,0,2010.0,Dizel
Volvo,V40 Cross Country,20990.0,240000.0,2.0,80.0,Limuzina,true,2015.0,Dizel
Volkswagen,Golf,4600.0,393000.0,1.9,66.0,Malo auto,true,2000.0,Dizel
Peugeot,307,1700.0,10.0,2.0,66.0,Limuzina,true,2002.0,Dizel
Renault,Master,38500.0,400000.0,2.3,132.0,Kombi,0,2021.0,Dizel
Seat,Ibiza,9900.0,184669.0,1.2,55.0,Malo auto,0,2011.0,Dizel
BMW,118,9800.0,238000.0,2.0,105.0,,0,2007.0,Dizel
Volkswagen,Touran,14900.0,272000.0,2.0,103.0,Monovolumen,0,2011.0,Dizel
Volkswagen,Golf,14200.0,154000.0,1.6,77.0,Limuzina,0,2010.0,Dizel
Volkswagen,Golf,5000.0,360000.0,1.9,110.0,Malo auto,0,2001.0,Dizel
Volkswagen,Scirocco,11500.0,196000.0,2.0,103.0,Sportski/kupe,0,2009.0,Dizel
Opel,Astra,12900.0,207000.0,1.6,81.0,,true,2015.0,Dizel
Volkswagen,Golf,15900.0,265000.0,2.0,103.0,Limuzina,true,2009.0,Dizel
Volvo,XC 60,29999.0,198000.0,2.0,100.0,Terenac,0,2014.0,Dizel
Škoda,Rapid,14790.0,232222.0,1.6,77.0,,0,2013.0,Dizel
Peugeot,508,17900.0,254000.0,1.6,82.0,Limuzina,0,2011.0,Dizel
Renault,Megane,2800.0,256898.0,1.5,66.0,,0,2004.0,Dizel
Volkswagen,Passat,24700.0,268000.0,1.6,88.0,Karavan,0,2017.0,Dizel
Volkswagen,Golf,12500.0,295352.0,1.6,77.0,Limuzina,0,2010.0,Dizel
Opel,Antara,16900.0,179000.0,2.2,120.0,Terenac,0,2013.0,Dizel
Volkswagen,Arteon,76900.0,84000.0,2.0,147.0,,true,2022.0,Dizel
Ford,Focus,2500.0,350000.0,1.8,66.0,,0,2001.0,Dizel
Renault,Scenic,2900.0,256766.0,1.9,88.0,,true,2003.0,Dizel
Volkswagen,Passat,23900.0,370000.0,1.6,88.0,Limuzina,0,2015.0,Dizel
Volkswagen,Passat,3000.0,470000.0,1.9,66.0,,0,1998.0,Dizel
Fiat,Punto,750.0,200000.0,1.2,44.0,,0,2001.0,Benzin
Volkswagen,Golf,11000.0,240000.0,1.6,77.0,Limuzina,0,2009.0,Dizel
Audi,A4,10800.0,280000.0,2.0,105.0,,0,2009.0,Dizel
Opel,Astra,11500.0,241000.0,1.7,81.0,Malo auto,0,2010.0,Dizel
Volkswagen,Passat CC,26000.0,241283.0,2.0,103.0,,0,2013.0,Dizel
BMW,X5,81000.0,108000.0,3.6,190.0,,0,2017.0,Dizel
Volkswagen,Touran,9000.0,329000.0,2.0,103.0,Karavan,0,2006.0,Dizel
Seat,Altea XL,13850.0,191568.0,2.0,103.0,,true,2013.0,Dizel
Fiat,Punto,750.0,250000.0,1.9,59.0,,0,2001.0,Dizel
Audi,A6,2500.0,270000.0,2.5,114.0,Karavan,true,2003.0,Dizel
Volkswagen,Golf,22500.0,155000.0,1.6,81.0,Limuzina,true,2016.0,Dizel
Škoda,Octavia,11900.0,276000.0,1.6,77.0,Karavan,0,2011.0,Dizel
Fiat,Punto,2100.0,200.0,1.4,5176.0,,0,1998.0,Benzin
Citroen,C1,3300.0,207000.0,1.0,50.0,Malo auto,false,2006.0,Benzin
Volkswagen,Golf,22300.0,289000.0,1.6,77.0,Limuzina,true,2015.0,Dizel
Volkswagen,Passat,15900.0,313000.0,2.0,104.0,Karavan,true,2011.0,Dizel
Mercedes-Benz,E 300,17500.0,280000.0,3.0,155.0,Limuzina,false,2009.0,Dizel
BMW,320,11300.0,230000.0,2.0,110.0,Limuzina,true,2005.0,Benzin
Škoda,Octavia,8700.0,434000.0,2.0,103.0,,0,2008.0,Dizel
Volkswagen,Passat,16500.0,261000.0,1.6,77.0,,true,2011.0,Dizel
Volkswagen,Golf,16650.0,247000.0,1.6,66.0,Limuzina,0,2014.0,Dizel
Seat,Altea XL,9500.0,192300.0,2.0,103.0,Monovolumen,true,2007.0,Dizel
Škoda,Octavia,41990.0,88934.0,2.0,110.0,Limuzina,false,2019.0,Dizel
Audi,A6,51000.0,167000.0,3.0,200.0,Limuzina,true,2015.0,Dizel
Volkswagen,Golf,16200.0,186000.0,1.6,77.0,,0,2012.0,Dizel
Škoda,Fabia,4200.0,156000.0,1.4,49.0,,true,2003.0,Benzin
Mercedes-Benz,C 200,2650.0,413000.0,2.0,92.0,Limuzina,0,1999.0,Dizel
Mercedes-Benz,GLC 250 Coupe,77990.0,149966.0,2.2,150.0,Terenac,false,2017.0,Dizel
Audi,A3,21500.0,247000.0,2.0,110.0,,true,2014.0,Dizel
Citroen,SAXO,2500.0,175000.0,1.1,44.0,,0,2001.0,Benzin
Opel,Corsa,900.0,333333.0,1.0,40.0,,0,2000.0,Benzin
Škoda,Octavia,14300.0,225013.0,1.6,77.0,,0,2015.0,Dizel
Hyundai,Tucson,28000.0,38700.0,2.4,106.0,,true,2015.0,Benzin
BMW,320,5999.0,403000.0,2.0,110.0,Limuzina,0,2004.0,Dizel
Mercedes-Benz,E 220,8000.0,350000.0,2.2,110.0,Limuzina,0,2003.0,Dizel
Rover,75,7000.0,254847.0,2.0,96.0,Limuzina,true,2004.0,Dizel
Volkswagen,Golf,15500.0,157000.0,1.6,77.0,Malo auto,true,2009.0,Dizel
Volkswagen,Golf,5000.0,290000.0,1.9,66.0,,0,2002.0,Dizel
BMW,318,11800.0,330000.0,2.0,105.0,,0,2009.0,Dizel
Mercedes-Benz,E 250,5000.0,300000.0,2.5,66.0,,0,1988.0,Dizel
Peugeot,208,13700.0,231807.0,1.4,50.0,Limuzina,true,2014.0,Dizel
BMW,318,4100.0,380000.0,1.8,85.0,,0,2001.0,Plin
BMW,420 Gran Coupe,35000.0,285400.0,2.0,140.0,Limuzina,0,2015.0,Dizel
Škoda,Octavia,13500.0,247000.0,1.6,77.0,,0,2010.0,Dizel
Volkswagen,Passat,9700.0,279000.0,1.9,77.0,Limuzina,true,2006.0,Dizel
BMW,330,20000.0,327000.0,3.0,180.0,Sportski/kupe,true,2011.0,Dizel
BMW,116,18499.0,230000.0,1.6,85.0,Limuzina,true,2012.0,Dizel
Hyundai,Drugi,11500.0,6500.0,0.9,50.0,,0,2011.0,Benzin
Volkswagen,Passat,8700.0,280000.0,2.0,103.0,Limuzina,true,2007.0,Dizel
Peugeot,807,7700.0,291000.0,2.2,125.0,Limuzina,true,2008.0,Dizel
Volkswagen,Bora,2900.0,280000.0,1.9,66.0,,0,2001.0,Dizel
Chevrolet,Cruze,8500.0,252000.0,1.6,91.0,Limuzina,true,2011.0,Benzin
Peugeot,508,44990.0,103940.0,1.5,96.0,Limuzina,0,2022.0,Dizel
Volkswagen,Golf,1950.0,210000.0,1.6,40.0,,0,1987.0,Dizel
Peugeot,3008,18800.0,202000.0,1.6,82.0,Monovolumen,true,2015.0,Dizel
Renault,Clio,24990.0,106457.0,1.5,63.0,Malo auto,0,2019.0,Dizel
Škoda,105,7800.0,300120.0,2.0,77.0,Karavan,true,2007.0,Dizel
Seat,Ibiza,8000.0,250000.0,1.2,55.0,,0,2011.0,Dizel
Suzuki,Vitara,5500.0,333333.0,1.6,55.0,,0,1998.0,Benzin
Peugeot,3008,33900.0,136174.0,1.5,96.0,Monovolumen,0,2018.0,Dizel
Škoda,Octavia,42500.0,90000.0,2.0,85.0,Limuzina,true,2021.0,Dizel
Volkswagen,Tiguan,22900.0,215000.0,2.0,103.0,Terenac,true,2011.0,Dizel
Seat,Leon,2850.0,238000.0,1.6,77.0,Limuzina,true,2000.0,Benzin
Škoda,Rapid,11500.0,280000.0,1.6,77.0,Karavan,true,2014.0,Dizel
Volvo,V40,4300.0,237000.0,1.9,85.0,,0,2003.0,Dizel
Volkswagen,Polo,10300.0,181000.0,1.2,51.0,Limuzina,true,2010.0,Benzin
Volkswagen,Golf,12999.0,250000.0,2.0,81.0,,0,2010.0,Dizel
Renault,Megane,4450.0,347000.0,1.9,88.0,,true,2005.0,Dizel
BMW,530,19900.0,193000.0,3.0,190.0,Karavan,false,2013.0,Dizel
Audi,A6,21500.0,330000.0,4.0,150.0,Limuzina,0,2013.0,Dizel
Volkswagen,Golf,11900.0,230000.0,1.9,77.0,Malo auto,true,2008.0,Dizel
Ford,Mondeo,20990.0,299000.0,2.0,132.0,Karavan,false,2017.0,Dizel
Volkswagen,Golf,7999.0,299000.0,1.9,77.0,Karavan,true,2009.0,Dizel
Peugeot,207,9500.0,145000.0,1.4,54.0,Malo auto,true,2011.0,Benzin
Audi,A3,8500.0,276.0,2.0,103.0,,true,2004.0,Dizel
Volkswagen,Touran,16700.0,298000.0,2.0,103.0,,true,2011.0,Dizel
Toyota,Yaris,11600.0,75288.0,1.0,51.0,Malo auto,true,2009.0,Benzin
Škoda,Octavia,25999.0,250000.0,1.6,86.0,Limuzina,true,2017.0,Dizel
Opel,Zafira,5750.0,292000.0,1.6,77.0,Monovolumen,0,2006.0,Benzin
Mercedes-Benz,E 200,34990.0,152870.0,2.2,100.0,Limuzina,false,2014.0,Dizel
Volkswagen,Golf,18000.0,243850.0,2.0,128.0,,true,2010.0,Dizel
Ford,Focus,2800.0,34000.0,1.8,66.0,Limuzina,0,2001.0,Dizel
Mitsubishi,ASX,25000.0,135000.0,2.2,110.0,,0,2016.0,Dizel
Volkswagen,Passat,32990.0,174031.0,2.0,110.0,Limuzina,0,2015.0,Dizel
Volkswagen,Touareg,34800.0,220784.0,3.0,180.0,Terenac,false,2011.0,Dizel
Toyota,Yaris,25900.0,47050.0,1.5,82.0,Limuzina,true,2020.0,Benzin
Audi,A4,6200.0,423000.0,1.9,96.0,Karavan,true,2003.0,Dizel
Renault,Megane,2600.0,290000.0,1.6,83.0,,0,2003.0,Plin
Volkswagen,Golf,23900.0,241233.0,2.0,110.0,Limuzina,0,2016.0,Dizel
Audi,A4,7900.0,300000.0,1.9,85.0,Limuzina,true,2005.0,Dizel
Volkswagen,Golf,9500.0,215000.0,1.6,81.0,Karavan,0,2014.0,Dizel
Volkswagen,Golf,10750.0,252000.0,1.6,110.0,Karavan,true,2010.0,Dizel
BMW,X6,47000.0,328000.0,3.0,225.0,SUV,true,2011.0,Dizel
Volkswagen,Golf,23900.0,251000.0,2.0,110.0,Limuzina,0,2013.0,Dizel
Audi,A6,12999.0,300000.0,2.4,130.0,Karavan,true,2006.0,Plin
Land Rover,Range Rover Evoque,29400.0,219000.0,2.2,140.0,SUV,false,2012.0,Dizel
Jeep,Renegade,28800.0,158000.0,2.0,103.0,Terenac,false,2016.0,Dizel
Volkswagen,Caddy,15500.0,412000.0,1.6,75.0,,0,2012.0,Dizel
Peugeot,206,3100.0,276455.0,2.0,66.0,,0,2001.0,Dizel
Tesla,Model 3,125000.0,1.0,1.0,461.0,Limuzina,0,2024.0,Elektro
Audi,A6,16000.0,350000.0,3.0,165.0,,0,2005.0,Dizel
Volkswagen,T4 Kombi,5450.0,300000.0,2.4,57.0,Kombi,0,1993.0,Dizel
Mazda,6,21200.0,248100.0,2.2,110.0,Limuzina,false,2014.0,Dizel
Volkswagen,Golf,5200.0,361.234,1.9,74.0,Limuzina,true,2001.0,Dizel
Opel,Astra,6300.0,280.0,1.7,74.0,,true,2005.0,Dizel
BMW,320,4700.0,300000.0,2.0,100.0,Limuzina,true,2000.0,Dizel
Peugeot,407,5300.0,300000.0,2.0,100.0,Limuzina,true,2005.0,Dizel
BMW,320,8300.0,330000.0,2.0,110.0,Karavan,true,2004.0,Dizel
Audi,A3,6200.0,360000.0,2.0,103.0,,true,2004.0,Dizel
Volkswagen,Golf,21000.0,323000.0,1.6,81.0,Malo auto,true,2014.0,Dizel
Volkswagen,Golf,12400.0,151600.0,1.6,77.0,,0,2012.0,Dizel
Volkswagen,Touran,13950.0,216000.0,1.6,77.0,Monovolumen,0,2011.0,Dizel
Volkswagen,Golf,13700.0,191000.0,1.6,77.0,Limuzina,0,2012.0,Dizel
Audi,A6,24999.0,318000.0,2.0,130.0,Limuzina,true,2011.0,Dizel
Volkswagen,Golf,4190.0,333000.0,1.9,66.0,Limuzina,true,2001.0,Dizel
Volkswagen,Polo,5950.0,300000.0,1.4,55.0,Malo auto,true,2003.0,Dizel
Volkswagen,Passat,18500.0,265320.0,1.6,77.0,Limuzina,true,2012.0,Dizel
Volkswagen,Golf,7400.0,275000.0,1.9,55.0,,0,2005.0,Dizel
Volkswagen,Caddy,9500.0,320000.0,1.9,55.0,Caddy,true,2008.0,Dizel
BMW,320,5700.0,291000.0,2.0,110.0,Limuzina,true,2003.0,Dizel
Volkswagen,Passat,27200.0,177000.0,1.6,88.0,Limuzina,true,2016.0,Dizel
Audi,A4,3800.0,460000.0,1.6,66.0,,0,1998.0,Dizel
Volkswagen,Golf,15600.0,279500.0,2.0,103.0,Limuzina,false,2011.0,Dizel
Volkswagen,Golf,13500.0,249000.0,1.6,77.0,Limuzina,0,2011.0,Dizel
Suzuki,SX4,13800.0,186000.0,1.6,88.0,Malo auto,true,2011.0,Plin
Volkswagen,Tiguan,19900.0,260000.0,2.0,103.0,Terenac,0,2010.0,Dizel
Audi,A3,8000.0,20000.0,2.0,103.0,Limuzina,true,2005.0,Dizel
Mercedes-Benz,B 180,12399.0,287000.0,2.0,80.0,,0,2010.0,Dizel
Škoda,Superb,34300.0,270000.0,2.0,110.0,Limuzina,true,2018.0,Dizel
Citroen,C4,11200.0,230000.0,1.6,81.0,,0,2011.0,Dizel
Alfa Romeo,Alfa 159,7500.0,270000.0,1.9,110.0,Limuzina,0,2008.0,Dizel
Peugeot,3008,34700.0,197000.0,1.6,88.0,SUV,true,2018.0,Dizel
Škoda,Fabia,9000.0,217423.0,1.6,66.0,,0,2010.0,Dizel
Volkswagen,Golf,20250.0,254000.0,1.6,77.0,,0,2013.0,Dizel
Volkswagen,Passat,3500.0,300000.0,1.9,66.0,Limuzina,true,1997.0,Dizel
Volkswagen,Golf,7200.0,350000.0,1.9,66.0,,0,2005.0,Dizel
Volkswagen,Golf,7450.0,317500.0,1.9,77.0,Limuzina,true,2005.0,Dizel
Volkswagen,Bora,5200.0,266123.0,1.9,85.0,Limuzina,true,2002.0,Dizel
Citroen,C4,11650.0,249500.0,1.6,68.0,Limuzina,false,2013.0,Dizel
Volkswagen,Golf,13500.0,262000.0,1.6,105.0,Limuzina,0,2012.0,Dizel
Volkswagen,Polo,10500.0,231419.0,1.2,55.0,Limuzina,true,2011.0,Dizel
Audi,A3,15900.0,214760.0,2.0,103.0,,true,2011.0,Dizel
Mercedes-Benz,GLC 300,102900.0,70000.0,2.0,180.0,SUV,true,2019.0,Dizel
Chevrolet,Kalos,3200.0,240000.0,1.2,54.0,Malo auto,true,2006.0,Benzin
Opel,Combo,9900.0,360000.0,1.6,66.0,,true,2012.0,Dizel
Volkswagen,Golf,15900.0,300000.0,1.6,81.0,Karavan,false,2014.0,Dizel
Peugeot,207,5200.0,205000.0,1.4,50.0,,0,2008.0,Dizel
Volkswagen,Tiguan,23200.0,250000.0,2.0,103.0,Terenac,0,2012.0,Dizel
Seat,Ibiza,12999.0,231651.0,1.6,66.0,Limuzina,0,2014.0,Dizel
Volkswagen,Touareg,14000.0,351000.0,2.5,128.0,Terenac,0,2005.0,Dizel
